sentiment,text
1,"as expected, everything is great, Haribo cola (small), I've already had a taste, tastes as usual. I would buy here again and again"
0,"When I got home for the first time, I couldn’t hear the sound. The unscrupulous seller refused to return the goods and asked me to turn up the sound. Are you fooling children? After paying a few dozen dollars, I admit my mistake and stop messing with you. I won’t buy anything on Amazon anymore. It’s terrible. It’s terrible. The unscrupulous seller doesn’t want to give you even one star. I can’t even rate you. I really want to give you five stars. If you have bad reviews, just fool the passing customers. I really want to go to the Consumers Association to file a complaint against you, but it’s not worth the dozens of dollars. I’m extremely disappointed."
1,Piles Sony
0,"It wasn't smooth, but had an oily texture, no spiciness at all, a little bitterness, and a slightly greenish-yellow color with a hint of olive oil. My impression is that it doesn't taste good considering it's organic and cold-processed. Are the production areas, varieties, and picking times different? As someone who knows the taste of real, high-quality olive oil, I thought the taste was below the price. I was looking for something organic and affordable as I would be using it for making soap rather than for eating, so in that sense I am satisfied. Depending on the quality of the soap, there may be repeat orders."
1,Like at the Cafe
0,This did not come with certain parts like to hold the battery in or it didnt come with the batteries like it says on the box. I am not happy about this at all
0,It was the first time I bought a book on Amazon. It was so bad. The books were all in disarray. They didn’t look like new books. I was disappointed. I felt an overwhelming number of bad reviews.
0,"A napkin absorbs more than this, it is poorly designed and leaks through the seam"
1,I've been using it for over 20 years now. It's a must have for me! I plan to continue using it as a working adult.
0,"Why haven't my comments been posted? Let me tell you again, what kind of store is this? There are nine flash sales of 59.9, an average of more than 6 yuan, and a certain treasure is only more than 4 yuan. False! I originally trusted Amazon, but if I didn’t post this review, I would be disappointed with it."
1,"It took a month to order and receive it? It took a while, but when I put it on, it was so cute! Miniature Dachshund She is a 12 year old girl. My weight is 4.0-4.5 kg and I chose the size L, which was a perfect fit!"
1,Cool❗️
0,You can't use function keys like you would on a regular keyboard. I should have looked carefully before buying
1,"Great socks. Since my son has grown again, he needed socks again, but he didn't want socks with Velcro anymore because it always pinches. We then took a look and found these. They have a great concept like putting on a stocking and then the protector I put the plastic part in the designated pocket. They are really easy to put on and are comfortable. My son is 1.43 tall and size M fits perfectly. You should wash them by hand. I'm happy to recommend the price/performance ratio."
0,Poor quality. Sad I missed the return window by ...
0,"Not being able to use it because it was received in poor condition, the sponge on the roller was cracked"
1,According to
